-53.671458	-72.444764
-51.725686	-72.505914
-51.729995	-72.503370
-51.625371	-69.225040
-53.143274	-70.889585
-53.130900	-70.909781
-51.605848	-69.240549
-53.148785	-70.918151
-53.131046	-70.916078
-53.181568	-70.935432
-51.629910	-69.200478
-53.131046	-70.916098
-53.158951	-70.902590
-53.155012	-70.893401
-53.162028	-70.911614
-53.164262	-70.912978
-53.142901	-70.911604
-51.625306	-69.202399
-51.633333	-69.233333
-53.003811	-70.843086
-53.142730	-70.929747
-53.142640	-70.906590
-53.181611	-70.935128
-53.782382	-67.706380
-53.889302	-66.208914
-53.784040	-67.703650
-53.773879	-67.737090
-53.784352	-67.694926
-53.773860	-67.737011
-53.766958	-67.730057
-53.788429	-67.700395
-53.782387	-67.712558
-45.878123	-67.520174
-45.930009	-67.561560
-46.797706	-67.955779
-46.443744	-67.526690
-45.862427	-67.528434
-45.876767	-67.513072
-45.840279	-67.468788
-45.840278	-67.468788
-45.816525	-67.463390
-45.924782	-67.560467
-45.924522	-67.564399
-45.864700	-67.480800
-45.861720	-67.501792
-45.925189	-67.559575
-45.840277	-67.468785
-45.792452	-67.432088
-45.875846	-67.529048
-46.443662	-67.534440
-45.840279	-67.468788
-45.862634	-67.492483
-44.001661	-67.884042
-44.173932	-68.984385
-43.256057	-65.327382
-42.751625	-65.031131
-43.297164	-65.101890
-42.778120	-65.023223
-43.274123	-65.367309
-42.785289	-65.017169
-43.300280	-65.092200
-43.320084	-65.045376
-43.326760	-65.052584
-43.293053	-65.088055
-43.307721	-65.109532
-42.770775	-65.047982
-43.326144	-65.052223
-42.770651	-65.040280
-43.298123	-65.101538
-42.760620	-65.064043
-42.774089	-65.046195
-43.274135	-65.367298
-43.270795	-65.284206
-43.309841	-65.046046
-39.266700	-72.216700
-39.810644	-73.255236
-41.513119	-72.847267
-41.438225	-72.956394
-40.603275	-73.092164
-39.833481	-73.166896
-39.523833	-72.588509
-40.289315	-73.080444
-41.125641	-72.587505
-41.140020	-73.025290
-41.479265	-72.957581
-40.566700	-73.150000
-40.467469	-72.504808
-41.487096	-72.964039
-40.382734	-72.171462
-39.816500	-73.242420
-41.830737	-73.511732
-40.400000	-73.016700
-39.112207	-72.648857
-39.767711	-72.097557
-41.130443	-71.322203
-41.135140	-71.305193
-40.759857	-71.647953
-41.167927	-71.442695
-41.964404	-71.535696
-41.137550	-71.311909
-40.139763	-71.298242
-39.290460	-71.783302
-40.132890	-71.298810
-40.208306	-71.303535
-40.788553	-71.598555
-41.074500	-71.476800
-41.150000	-71.300000
-41.024413	-71.813856
-41.132742	-71.314505
-41.134726	-71.309420
-41.134535	-71.304413
-41.132660	-71.314598
-41.133481	-71.315941
-41.144937	-71.277132
-39.793454	-67.350529
-39.021983	-67.569813
-39.050000	-67.383300
-39.001183	-67.847223
-39.033300	-67.583300
-39.083300	-67.233300
-39.007422	-68.417768
-39.233300	-68.750000
-39.090000	-67.590000
-39.029127	-67.572522
-39.075965	-67.245507
-40.795719	-62.982373
-40.822298	-62.996887
-40.809158	-62.990753
-40.800000	-63.000000
-40.826026	-62.990916
-39.921000	-62.615290
-40.800000	-62.983300
-40.828161	-62.993650
-40.822516	-62.976195
-40.127582	-62.661411
-39.499954	-62.680013
-40.819750	-62.984666
-40.822543	-62.976150
-41.252998	174.754339
-41.288900	174.777000
-40.398881	175.643963
-39.374292	176.620187
-41.084029	174.883166
-41.283160	174.766173
-41.281174	174.779557
-41.224083	174.873316
-41.292808	174.782223
-41.294621	174.787309
-39.479329	176.868864
-40.856825	175.146904
-41.303592	174.774825
-41.087776	175.132857
-40.344011	175.624329
-40.423147	175.864594
-41.218079	175.458876
-41.319855	174.794806
-41.158329	175.017138
-41.293540	174.784510
-37.027371	-87.815600
-38.673218	-72.643817
-37.001103	-73.253065
-36.842186	-72.968501
-36.905395	-73.003466
-36.951400	-73.011800
-37.475511	-73.342427
-37.298252	-73.375018
-37.416203	-72.362811
-36.697555	-73.086666
-36.625475	-72.166774
-36.790174	-73.031168
-37.506487	-73.244392
-36.968262	-72.936251
-36.794870	-73.142676
-38.724264	-72.565787
-36.940000	-73.016900
-36.646825	-72.401387
-36.594811	-72.854129
-37.805896	-72.802653
-36.742617	-72.952981
-38.599358	-69.980082
-36.737453	-71.035295
-36.056346	-71.036877
-36.085770	-71.439719
-36.416026	-71.958702
-36.229919	-71.605621
-38.693730	-70.320688
-37.094190	-71.913540
-38.907964	-70.055404
-36.384221	-71.590305
-36.863333	-71.376667
-38.499320	-71.235320
-36.727436	-71.564486
-38.887437	-70.047390
-36.887215	-71.556369
-37.865061	-71.066282
-36.426310	-71.958512
-36.384435	-71.590252
-37.333300	-71.683300
-36.050000	-71.766667
-38.952888	-68.095723
-38.933443	-67.990448
-38.951667	-68.074444
-38.953325	-68.237527
-38.966700	-68.233300
-38.927617	-68.002745
-38.952710	-68.167730
-38.956216	-68.081668
-38.961773	-68.029078
-37.771200	-67.717400
-38.933300	-67.983300
-38.953193	-68.042836
-38.927667	-68.002795
-38.949440	-67.997800
-38.961814	-68.029093
-38.934550	-67.977600
-38.950905	-68.059494
-38.950000	-68.066700
-38.958903	-68.028530
-38.961762	-68.029076
-36.618834	-64.292978
-37.159202	-65.841450
-36.466700	-63.616700
-38.447654	-63.606925
-36.673406	-64.381752
-36.663375	-64.359920
-36.500000	-63.833300
-36.637540	-64.287010
-36.609919	-64.270655
-38.996968	-64.130554
-36.433300	-63.400000
-36.615121	-64.289634
-36.637550	-64.287011
-37.383069	-64.607828
-36.619725	-64.292948
-36.619455	-64.269984
-36.605182	-64.295497
-36.648459	-64.282403
-37.366700	-63.766700
-36.168726	-64.277782
-36.897904	-60.321998
-38.721720	-62.255100
-37.147577	-60.029848
-38.738495	-62.274737
-38.376922	-60.276114
-38.854333	-60.074197
-38.706687	-62.251162
-36.919014	-60.334309
-38.872654	-62.055731
-36.226177	-62.005178
-36.459763	-62.864130
-38.038236	-60.105960
-37.182603	-62.763820
-36.900000	-60.333333
-36.157222	-60.569722
-38.980663	-61.303808
-36.412246	-60.669248
-36.600000	-61.750000
-38.742982	-60.610094
-38.677194	-61.082155
-37.318616	-59.132867
-38.001090	-57.545535
-38.011588	-57.581430
-37.320775	-59.126679
-38.043291	-57.552700
-38.566053	-58.727999
-38.010366	-57.708079
-38.258510	-57.845210
-38.037001	-57.566397
-36.783333	-59.850000
-38.562575	-58.727497
-36.867401	-57.876662
-38.020558	-57.571561
-38.010385	-57.708128
-37.152212	-58.486689
-37.974489	-57.602390
-37.990291	-57.560898
-38.026935	-57.584920
-38.000000	-57.550000
-37.833300	-58.250000
-36.364437	-56.726368
-36.726020	-56.688779
-36.562003	-56.702523
-36.652937	-56.686284
-37.136746	-56.873451
-37.166667	-56.899722
-37.097794	-56.857221
-36.680069	-56.689817
-36.636715	-56.695810
-36.684817	-56.680392
-36.533300	-56.683300
-37.128103	-56.885820
-37.245104	-56.969602
-37.148290	-56.883454
-37.171340	-56.902020
-37.099967	-56.855792
-37.115982	-56.865208
-36.560226	-56.694985
-37.256524	-56.973183
-36.363430	-56.716080
-37.972567	145.053136
-37.959044	145.028421
-37.701035	145.116106
-38.150878	145.141422
-38.132401	144.369464
-37.819901	144.964507
-38.041805	145.361521
-37.733310	144.857690
-37.814300	144.963000
-37.827487	144.970266
-36.401155	145.400249
-38.090428	144.352452
-37.768497	144.978502
-37.703372	144.785230
-38.198123	144.297734
-37.669903	144.849039
-37.959112	145.049179
-37.981279	145.065077
-37.831420	145.058460
-36.065363	146.946241
-36.595729	174.856244
-37.294153	175.580294
-36.987180	174.870817
-36.850762	174.739161
-36.850000	174.770000
-36.863470	174.809750
-37.500000	175.333333
-36.855684	174.787563
-36.919337	174.650514
-36.900000	174.783333
-37.959047	176.991261
-37.772685	175.264589
-36.870760	174.794489
-37.070865	174.928926
-36.422222	174.727500
-37.793185	176.322306
-36.863588	174.720036
-36.845036	174.770422
-36.890253	174.794389
-36.837500	174.640278
-33.610443	-70.893325
-33.356808	-70.717754
-33.035422	-71.482710
-33.515108	-70.824478
-33.425400	-70.518918
-33.539300	-70.600500
-33.462661	-70.703375
-33.739633	-70.754810
-33.480154	-70.523772
-33.026358	-71.515646
-34.121533	-70.809076
-33.443397	-70.653787
-33.497651	-70.654688
-33.452162	-70.659616
-33.493312	-70.676158
-33.123012	-71.242605
-33.463000	-70.647900
-34.925980	-71.315579
-33.494109	-70.627509
-34.357015	-70.349789
-34.772873	-68.542722
-33.297878	-66.330479
-33.933573	-66.134335
