-6.196768	106.882851	#JAKARTA
-6.242887	106.842125	#JAKARTA
-6.254080	106.903992	#JAKARTA
-6.241682	106.758682	#JAKARTA
-6.301777	106.883987	#JAKARTA
41.833527	-87.731881	#Chicago
41.979824	-87.668712	#Chicago
41.888866	-87.626440	#Chicago
41.833585	-87.732013	#Chicago
41.484822	-87.319825	#Chicago
9.930300	-84.080853	#CNCOCostaRica
38.805115	-77.236969	#BMD2SE
38.848156	-76.921232	#BMD2SE
38.967245	-76.880139	#BMD2SE
38.884281	-77.171997	#BMD2SE
38.872345	-76.886709	#BMD2SE
41.305825	-75.777846	#1
40.332878	-76.854122	#1
39.566620	-75.477227	#1
39.147092	-77.073729	#1
39.407243	-76.456646	#1
40.589557	-73.674397	#2
40.596095	-74.600044	#2
40.715353	-73.595956	#2
41.497300	-73.053100	#2
40.787404	-73.452151	#2
-22.526401	-41.922738	#M
-22.593780	-41.990460	#M
-23.548900	-46.638800	#S
-23.718038	-46.543146	#S
-23.016700	-46.983300	#S
-23.550520	-46.633309	#S
-23.488396	-46.748901	#S
38.816801	-90.861614	#BeingAuthor
32.332877	-116.929102	#SrtaJaramillo
32.407264	-116.274976	#SrtaJaramillo
39.090427	-77.079619	#DannaPaola
29.417501	-98.540652	#birthday
29.424460	-98.488221	#birthday
29.486189	-98.575421	#birthday
32.332877	-116.929102	#Jaramishanos
32.407264	-116.274976	#Jaramishanos
47.481231	19.129828	#rickandmorty
10.483539	-66.930644	#VenezuelaEleccionesEnPaz
10.115469	-66.776722	#VenezuelaEleccionesEnPaz
10.291961	-66.324266	#VenezuelaEleccionesEnPaz
10.488905	-66.883950	#VenezuelaEleccionesEnPaz
10.496000	-66.898300	#VenezuelaEleccionesEnPaz
5.197983	-74.939921	#rayito
14.546500	121.033212	#ALDUBMatagalNaTayo
14.602503	121.038362	#ALDUBMatagalNaTayo
14.584756	121.039261	#ALDUBMatagalNaTayo
14.567526	121.017209	#ALDUBMatagalNaTayo
14.683012	121.062736	#ALDUBMatagalNaTayo
40.655138	-73.948776	#TwinPeaks
40.780709	-73.968542	#TwinPeaks
40.874447	-73.623490	#TwinPeaks
40.705597	-73.977717	#TwinPeaks
40.670880	-73.831188	#TwinPeaks
39.090427	-77.079619	#LlegasteTu
-34.450850	-58.630907	#PPTenVenezuela
-34.544659	-58.564174	#PPTenVenezuela
-34.702245	-58.390117	#PPTenVenezuela
-34.608500	-58.373500	#PPTenVenezuela
-34.615944	-58.433449	#PPTenVenezuela
-22.472430	-46.628594	#SuaCara
-23.682803	-46.595546	#SuaCara
-23.559382	-46.185715	#SuaCara
-23.710769	-46.422691	#SuaCara
-23.682803	-46.595546	#Fantastico
-22.812905	-45.234874	#Fantastico
-22.436122	-45.396804	#Fantastico
-23.061418	-45.917442	#Fantastico
-23.296905	-45.973662	#Fantastico
53.779705	-0.382041	#followme
53.779541	-0.381974	#followme
53.456953	-2.233480	#followme
-6.196768	106.882851	#LANCAR
-6.394511	106.823112	#LANCAR
-6.956950	107.581963	#LANCAR
-6.914274	107.643799	#LANCAR
-6.241682	106.758682	#LANCAR
32.332877	-116.929102	#JuanaMartinez
32.407264	-116.274976	#JuanaMartinez
10.483539	-66.930644	#VictoriaConstituyente30J
10.475253	-67.012603	#VictoriaConstituyente30J
10.172298	-67.460864	#VictoriaConstituyente30J
10.140606	-67.934975	#VictoriaConstituyente30J
10.197348	-67.972722	#VictoriaConstituyente30J
40.073041	-74.724324	#EnriqueIglesias
34.052874	-117.173571	#Sunset
34.020790	-118.411907	#Sunset
34.052220	-118.242780	#Sunset
37.841195	-87.590278	#TheStrain
40.655138	-73.948776	#GameOfThrones
40.729852	-73.991143	#GameOfThrones
40.859834	-73.450208	#GameOfThrones
40.734494	-74.184848	#GameOfThrones
40.696177	-74.267242	#GameOfThrones
16.870650	-93.319054	#NoDigasNada
40.670880	-73.831188	#Gameofthrones
40.073041	-74.724324	#Gameofthrones
40.850348	-73.849442	#Gameofthrones
40.655138	-73.948776	#Gameofthrones
40.734494	-74.184848	#Gameofthrones
26.397630	-81.837800	#wedding
-6.142040	107.024040	#PilihanSUPERSunday
-6.236090	106.726670	#PilihanSUPERSunday
-6.812010	107.134499	#PilihanSUPERSunday
-6.809509	107.134979	#PilihanSUPERSunday
-6.919817	107.705090	#PilihanSUPERSunday
-6.307685	106.838805	#endorphins
-6.254131	106.796814	#endorphins
-6.221835	106.835102	#endorphins
-6.373503	106.679395	#endorphins
-6.221025	106.835036	#endorphins
7.063667	-73.096414	#Soymarioruiz
28.344770	77.070130	#morning
28.613900	77.208900	#morning
-6.241682	106.758682	#JasaMarga
-6.301777	106.883987	#JasaMarga
-6.266690	106.767921	#JasaMarga
-6.419153	107.419228	#JasaMarga
-6.190241	106.761406	#JasaMarga
39.284713	-76.620482	#thronesyall
39.386823	-76.551163	#thronesyall
40.004866	-75.117998	#thronesyall
28.613900	77.208900	#Photography
-34.544659	-58.564174	#DeboDecir
-34.824998	-58.256091	#DeboDecir
-34.604315	-58.442643	#DeboDecir
-34.451337	-58.857419	#DeboDecir
